x 	 y 
-0.5190599154340845	-0.45069024582324546
-0.5094722815874436	-0.44790096979660854
-0.4995314678555441	-0.44696076123693007
-0.48959050666325116	-0.44789993373772047
-0.48000068877829316	-0.4506822224247229
-0.471099193537504	-0.45520661202342166
-0.46319735837098186	-0.4613114215608792
-0.45656999009417404	-0.46878046877606594
-0.45144607661110325	-0.47735106756816437
-0.4480012022109145	-0.48672355220290975
-0.44635190477348224	-0.49657197436159534
-0.44655214142495053	-0.5065555848254271
-0.44859195316981615	-0.5163306915041102
-0.4523983415144478	-0.5255624799870813
-0.4578382938050342	-0.5339363916511201
-0.46472382153052144	-0.5411686769362445
-0.4728188095825435	-0.5470157765874133
-0.48184741653420554	-0.5512822299342631
-0.49150371816699806	-0.5538268647895103
-0.5014622501152641	-0.5545670861706752
-0.5113890815564742	-0.5534811484886277
-0.520953040851069	-0.5506083657013813
-0.5298367159751879	-0.5460472837895579
-0.5377468671029175	-0.5399519074266381
-0.5444239149796797	-0.5325261356931092
-0.5496502056125996	-0.5240166181338688
-0.5532567977940948	-0.5147042906720142
-0.5551285733184667	-0.5048948894812042
-0.5552075285016589	-0.4949087688532441
-0.5534941677019153	-0.48507036572904705
-0.5500469828442321	-0.4756976586316317
-0.5449800653751414	-0.46709196237758055
-0.538458956606725	-0.45952838264771206
-0.5306948971921962	-0.4532472271077606
-0.5219376848598853	-0.44844663343077457
-0.5124673901226893	-0.44527663068373075
-0.5025852113726883	-0.4438348007058924
-0.49260377277985384	-0.44416365207252667
-0.48283718028714306	-0.44624976283719064
-0.47359115261556023	-0.45002469133190093
-0.4651535357758401	-0.4553675986938085
-0.4577854916533839	-0.4621094742010211
-0.4517136246010428	-0.4700388065148169
-0.4471232757009064	-0.4789085019257579
-0.44415317371106977	-0.48844381584334234
-0.44289158612814084	-0.4983510369523071
-0.4433740648138847	-0.5083266453051111
-0.44558282985840997	-0.5180666564649292
-0.4494477843943302	-0.527275863702263
-0.45484910350504676	-0.5356766989478733
-0.46162129366687493	-0.543017450216736
-0.4695585766767904	-0.5490795978052087
-0.4784214149252668	-0.5536840627790023
-0.4879439641573637	-0.5566961979934628
-0.4978422162828733	-0.5580293928656126
-0.5078225788674436	-0.5576472070051591
-0.5175906299357577	-0.5555639932170083
-0.526859786672166	-0.5518440159146731
-0.5353596343035771	-0.5465991152754612
-0.5428436764585342	-0.5399850092437832
-0.5490962899766789	-0.5321963635825723
-0.5539386946770647	-0.5234607935614929
-0.5572337810178767	-0.5140319887019686
-0.5588896748146205	-0.5041821736088945
-0.5588619570713174	-0.4941941328457385
-0.5571544973198657	-0.484353035800825
-0.5538188994507796	-0.4749382985043957
-0.548952598678333	-0.46621571354829855
-0.5426956859014888	-0.45843006698485333
-0.5352265702784689	-0.4517984428650902
-0.5267566214262128	-0.4465043926001016
-0.5175239585254424	-0.44269311840302233
-0.5077865741553268	-0.4404677886041058
-0.4978149954648122	-0.4398870686121206
-0.4878846940540678	-0.4409639157466285
-0.47826845860863404	-0.44366565012485554
-0.4692289409943108	-0.44791527827213223
-0.461011577440824	-0.45359401210820915
-0.4538380720267086	-0.4605448943435939
-0.44790061047188995	-0.46857741290571797
-0.4433569489087384	-0.47747296249631205
-0.4403264955902087	-0.4869909913216861
-0.4388874742277453	-0.49687565586004556
-0.4390752266983022	-0.5068627965105166
-0.4408816811043446	-0.5166870422347519
-0.44425597949189816	-0.5260888528335474
-0.4491062287790272	-0.5348213131359378
-0.45530230941775796	-0.5426565038227427
-0.46267964973236825	-0.5493912884463491
-0.47104385038367685	-0.5548523749257895
-0.4801760235370036	-0.5589005317854047
-0.4898386954830007	-0.5614338639943584
-0.49978210997683353	-0.5623900797330048
-0.5097507625992601	-0.5617477070140737
-0.5194899940565596	-0.5595262470700298
-0.5287524724560786	-0.5557852790444056
-0.5373044010373565	-0.550622557089549
-0.5449312983149701	-0.5441711658214201
-0.5514432117145649	-0.536595822624397
-0.5566792430905406	-0.5280884350248833
-0.5605112844709148	-0.5188630378397738
-0.5628468843977639	-0.5091502477290875
-0.5636311887040109	-0.4991913819171825
-0.5628479238551419	-0.4892323930731301
-0.5605194154544352	-0.47951777364026527
-0.5567056585448499	-0.4702845803587709
-0.5515024793534983	-0.4617567235092466
-0.5450388495742778	-0.4541396557802623
-0.5374734336858124	-0.44761558296676807
-0.5289904667371247	-0.44233930334167454
-0.5197950741596483	-0.43843476496470213
-0.5101081562177061	-0.4359924108960535
-0.5001609675123687	-0.4350673617874959
-0.49018952641167124	-0.4356784641629849
-0.48042899038496256	-0.43780821140556514
-0.47110813104297183	-0.4414035235538516
-0.4624440373778124	-0.446377351969842
-0.4546371674779663	-0.4526110562228187
-0.44786685814487665	-0.45995748354771276
-0.4422873886952856	-0.4682446663312978
-0.43802468017580476	-0.47728004054544637
-0.43517369465464506	-0.48685507810761197
-0.43379658162299967	-0.496750218958879
-0.4339216002787051	-0.5067399842952709
-0.4355428280205263	-0.5165981508836489
-0.43862064728545075	-0.526102867688722
-0.4430829853252568	-0.5350416000177689
-0.44882726502529297	-0.5432157928819952
-0.45572300976332686	-0.5504451540533661
-0.463615031891163	-0.5565714680935374
-0.47232712294969964	-0.5614618651410119
-0.48166615439874266	-0.5650114821287177
-0.49142649060095595	-0.5671454690122528
-0.5013946111323533	-0.5678203081537182
-0.5113538372311063	-0.5670244308595405
-0.5210890573184066	-0.5647781308515913
-0.5303913489533757	-0.5611327898120795
-0.5390623991940675	-0.5561694447581433
-0.546918631959211	-0.5499967405737787
-0.5537949594137124	-0.5427483232903273
-0.5595480843948022	-0.534579740435302
-0.5640592921897819	-0.5256649237781421
-0.5672366822857305	-0.5161923369491246
-0.5690168037396645	-0.5063608755988924
-0.5693656712626027	-0.4963756109503229
-0.5682791526725961	-0.4864434687672536
-0.5657827317581686	-0.4767689349639349
-0.5619306635265982	-0.4675498763841701
-0.5568045510326836	-0.45897356080674717
-0.5505113842591004	-0.4512129541338441
-0.5431810916429155	-0.444423365171149
-0.5349636636404276	-0.4387394996153518
-0.5260259150536069	-0.4342729750487326
-0.5165479586016333	-0.4311103381371521
-0.506719466341759	-0.4293116140799987
-0.49673579799339246	-0.4289094069146662
-0.4867940760012908	-0.4299085577767168
-0.4770892863258937	-0.43228635689576816
-0.46781048154089394	-0.43599329418934996
-0.4591371589488792	-0.44095432300960613
-0.4512358812202554	-0.44707060208769256
-0.4442572006660871	-0.4542216721723362
-0.438332940837719	-0.46226801641098075
-0.43357388088537285	-0.47105394728597677
-0.43006787919485134	-0.480410757978041
-0.4278784634524656	-0.49016007243907894
-0.4270439046613695	-0.5001173262427541
-0.4275767829439715	-0.5100953094416366
-0.4294640434045238	-0.519907703165454
-0.43266753107413336	-0.5293725434918861
-0.4371249851848815	-0.5383155491322172
-0.44275146487271266	-0.5465732536010255
-0.44944117102485276	-0.5539958876665232
-0.45706962248150507	-0.560449963875191
-0.46549613926723005	-0.5658205216689685
-0.47456658103636373	-0.570012998914314
-0.4841162855185679	-0.5729547033840365
-0.49397314947159304	-0.5745958657165787
-0.5039607934936687	-0.5749102634663099
-0.5139017520007864	-0.5738954138991692
-0.5236206306982687	-0.5715723410341693
-0.5329471759162379	-0.5679849299455391
-0.5417192031633475	-0.5631988883966552
-0.5497853360959801	-0.5573003423626258
-0.5570075117023775	-0.5503940978155208
-0.5632632127538658	-0.5426016062126506
-0.5684473943621808	-0.5340586753788302
-0.5724740776810332	-0.5249129708601568
-0.5752775902770674	-0.5153213553188896
-0.576813439345703	-0.505447115123258
-0.5770588106377607	-0.4954571239657358
-0.5760126925747459	-0.4855189931378173
-0.573695631451229	-0.47579825703290723
-0.5701491297468089	-0.46645564058946454
-0.5654347053020305	-0.4576444527841175
-0.559632634367072	-0.449508147009955
-0.5528404062354699	-0.442178085308168
-0.5451709212666441	-0.4357715390486069
-0.5367504675322026	-0.43038995386868945
-0.5277165140571043	-0.42611750157611417
-0.5182153606461148	-0.42301993639621044
-0.5083996855799654	-0.421143767496742
-0.4984260330382628	-0.42051575424692894
-0.4884522819735847	-0.42114272525551466
-0.4786351373505214	-0.42301171697221773
-0.4691276832123331	-0.42609042260919594
-0.46007703499289776	-0.43032793741847664
-0.4516221259075621	-0.43565578201376987
-0.44389165919455287	-0.4419891815080481
-0.4370022545057196	-0.4492285747996755
-0.43105681293213527	-0.45726132541791953
-0.42614312107008445	-0.4659636029615904
-0.4223327102609611	-0.47520240235060596
-0.41967998274953067	-0.4848376668678558
-0.4182216120724671	-0.4947244802967657
-0.4179762205846693	-0.5047152933482647
-0.41894433272238546	-0.5146621500006681
-0.4211085984536145	-0.5244188803208933
-0.4244342774360103	-0.5338432277617123
-0.4288699707434493	-0.5427988807978482
-0.4343485836808784	-0.5511573810284515
-0.44078850022246474	-0.5587998824855871
-0.44809494701275093	-0.5656187397950762
-0.45616152268952226	-0.5715189059824507
-0.4648718665378575	-0.5764191240462195
-0.4741014391776526	-0.5802528998764169
-0.4837193871248634	-0.5829692476219435
-0.493590462645935	-0.5845332021504641
-0.5035769703351228	-0.5849260967463799
-0.5135407122692656	-0.584145607605626
-0.5233449044122226	-0.5822055699637263
-0.5328560381247783	-0.5791355737929795
-0.5419456621544062	-0.5749803498875152
-0.5504920622979628	-0.5697989597875199
-0.5583818180116953	-0.5636638053479941
-0.5655112175469741	-0.5566594758096227
-0.5717875156754056	-0.5488814519619634
-0.577130020691275	-0.5404346883898872
-0.5814710001001322	-0.5314320958558539
-0.5847563971776926	-0.5219929465912794
-0.5869463533721484	-0.5122412256531038
-0.5880155342860118	-0.5023039515542381
-0.5879532596734208	-0.49230948911109523
-0.5867634404905541	-0.48238587688377027
-0.5844643285085495	-0.4726591907342558
-0.5810880863112288	-0.46325196391802975
-0.5766801876288626	-0.45428168277962067
-0.5712986598823632	-0.4458593755708968
-0.5650131825120084	-0.43808831018069794
-0.5579040561268571	-0.43106281468652735
-0.5500610587253995	-0.4248672326440386
-0.5415822061983503	-0.41957502294922
-0.5325724350280895	-0.4152480119724741
-0.5231422255471877	-0.41193580350338854
-0.5134061843148843	-0.40967534988932974
-0.503481604122909	-0.40849068562779545
-0.49348701986097393	-0.40839282260816345
-0.483540777970593	-0.4093798042172032
-0.4737596365090127	-0.41143691364673407
-0.46425741195013615	-0.414537029990689
-0.45514368778549824	-0.4186411241099825
-0.446522598775829	-0.42369888479146284
-0.43849170336387866	-0.4296494644438646
-0.43114095531390717	-0.43642233246822637
-0.4245517841149416	-0.44393822351928647
-0.4187962920958916	-0.4521101671417824
-0.41393657457304994	-0.46084458472267825
-0.4100241677059292	-0.4700424393460558
-0.40709962709663244	-0.4796004239682119
-0.40519223855086095	-0.48941217334093307
-0.40431986084382077	-0.4993694852933325
-0.4044888988188272	-0.5093635373277331
-0.4056944037062414	-0.5192860849819642
-0.4079202961992916	-0.5290306290468683
-0.41113970657389437	-0.5384935394903507
-0.41531542500209206	-0.5475751248137639
-0.4204004541920082	-0.5561806365377008
-0.4263386555979567	-0.5642211995670626
-0.43306547968766174	-0.5716146603037586
-0.44050877013238204	-0.5782863455440126
-0.4485896313017885	-0.5841697264002346
-0.4572233480981235	-0.5892069827096552
-0.46632034695194235	-0.5933494646185653
-0.4757871867209459	-0.5965580492480232
-0.48552756827954746	-0.5988033915408534
-0.4954433517538627	-0.6000660695483703
-0.5054355706376775	-0.6003366255269235
-0.515405432411586	-0.59961550526893
-0.5252552957711782	-0.5979128990811348
-0.5348896151411915	-0.5952484887365651
-0.5442158438010075	-0.5916511055591637
-0.5531452876622965	-0.587158305545908
-0.5615939025112707	-0.5818158680859347
-0.5694830283452029	-0.575677225396901
-0.5767400552847357	-0.5688028302633976
-0.5832990164195033	-0.5612594700301364
-0.5891011038343174	-0.5531195350740881
-0.5940951049565506	-0.5444602501562246
-0.5982377572530144	-0.5353628771372643
-0.6014940201772405	-0.5259118975361986
-0.6038372641175646	-0.516194183319285
-0.6052493769146902	-0.5062981641355071
-0.6057207892976858	-0.4963129989674812
-0.6052504213231701	-0.4863277598504554
-0.6038455525883883	-0.47643063493259585
-0.6015216196201332	-0.46670815771407115
-0.5983019444142461	-0.4572444688172291
-0.5942173986115084	-0.44812061611276244
-0.5893060082428924	-0.4394138984641714
-0.5836125043587684	-0.43119725776238127
-0.5771878251720354	-0.42353872331107
-0.5700885755941059	-0.4165009119981714
-0.5623764502259111	-0.41014058705677864
-0.5541176259847677	-0.40450827758590147
-0.5453821306039228	-0.3996479603742553
-0.5362431932371902	-0.3955968049543731
-0.5267765833391749	-0.3923849822151512
-0.517059943875379	-0.3900355363234605
-0.5071721247496256	-0.3885643191540802
-0.4971925221226814	-0.3879799859060258
-0.4872004290398423	-0.388284050095754
-0.4772744024910264	-0.38947099566675275
-0.4674916516990134	-0.39152844354314387
-0.4579274520746445	-0.3944373695841277
-0.4486545888965125	-0.39817237056778704
-0.4397428343717621	-0.4027019745480553
-0.43125846131851797	-0.40798899168795544
-0.42326379628374955	-0.4139909014757112
-0.41581681447735597	-0.420660272077618
-0.40897077846815844	-0.42794520747200787
-0.4027739221542136	-0.4357898179410381
-0.3972691810922826	-0.444134709470105
-0.3924939698527974	-0.4529174876166179
-0.3884800066605626	-0.46207327145871135
-0.3852531851906498	-0.47153521331806114
-0.3828334930161691	-0.4812350200668161
-0.38123497585206684	-0.4911034719742797
-0.380465746409073	-0.5010709352215998
-0.3805280363658904	-0.5110678644096093
-0.3814182896872717	-0.52102529160322
-0.3831272952618441	-0.5308752986925148
-0.3856403566072576	-0.540551470103015
-0.3889374961919265	-0.5499893231526122
-0.39299369175272275	-0.559126713627569
-0.39777914184630214	-0.5679042144319562
-0.40325955775820377	-0.5762654654513245
-0.4093964788079104	-0.5841574930596352
-0.41614760802908	-0.5915309979861483
-0.4234671651712102	-0.5983406105437092
-0.4313062539611805	-0.6045451124995378
-0.43961324057903745	-0.6101076251422863
-0.4483341403409301	-0.6149957633628385
-0.45741300964166876	-0.6191817558195483
-0.46679234028851446	-0.6226425314998119
-0.4764134534548634	-0.6253597732177638
-0.48621689059583095	-0.6273199388013709
-0.4961427987955944	-0.6285142509203652
-0.5061313081570749	-0.628938656688477
-0.5161228989963011	-0.6285937583388365
-0.5260587567649248	-0.6274847164196656
-0.5358811127931213	-0.6256211270883331
-0.5455335691198244	-0.6230168751953208
-0.5549614058563173	-0.6196899649457273
-0.5641118697110032	-0.6156623300047891
-0.5729344424862949	-0.6109596249758105
-0.5813810885414471	-0.6056110002243166
-0.5894064803966041	-0.599648862051664
-0.5969682018319473	-0.5931086202354087
-0.6040269280105584	-0.5860284249531242
-0.6105465823233215	-0.5784488950918554
-0.6164944698179451	-0.5704128399178381
-0.6218413872310864	-0.5619649760413798
-0.6265617097918987	-0.5531516415608112
-0.6306334551063674	-0.5440205092081528
-0.6340383245640375	-0.5346203002485694
-0.6367617228316776	-0.5250005008067866
-0.6387927561117045	-0.5152110822074428
-0.6401242099465425	-0.5053022268238158
-0.640752507443305	-0.49532406083149016
-0.6406776488761852	-0.48532639516127696
-0.6399031336966894	-0.4753584758400015
-0.6384358660443885	-0.4654687447995638
-0.6362860449033502	-0.45570461212477653
-0.6334670400920066	-0.4461122405997997
-0.6299952553071685	-0.43673634330224864
-0.6258899794665354	-0.42761999488403424
-0.6211732276086888	-0.4188044570693812
-0.6158695726156124	-0.41032901879391764
-0.6100059690206882	-0.4022308513048102
-0.6036115701553023	-0.39454487844119496
-0.5967175398701872	-0.3873036622170947
-0.5893568600438991	-0.3805373037360475
-0.5815641350609344	-0.3742733593781794
-0.573375394406432	-0.36853677211676533
-0.5648278944837485	-0.36334981774269565
-0.5559599207159852	-0.3587320657019189
-0.546810590943272	-0.35470035418305457
-0.5374196610749088	-0.3512687790300809
-0.5278273338997458	-0.348448695998343
-0.5180740719000364	-0.3462487358212105
-0.5082004148539113	-0.3446748315094662
-0.49824680295003804	-0.3437302572659134
-0.48825340607546863	-0.34341567836369813
-0.4782599598745201	-0.3437292113083075
-0.4683056091132517	-0.3446664935800037
-0.45842875882103795	-0.34622076223546205
-0.4486669336182973	-0.3483829406343341
-0.4390566455779314	-0.3511417325482347
-0.42963327090779874	-0.35448372290597163
-0.42043093568284995	-0.3583934844294863
-0.4114824107986645	-0.3628536894196947
-0.4028190162632859	-0.3678452259599477
-0.39447053489162914	-0.3733473178169065
-0.38646513541655314	-0.3793376473339699
-0.3788293049830525	-0.3857924806307212
-0.3715877909471065	-0.3926867944429082
-0.3647635518585751	-0.3999944039609505
-0.3583777174682806	-0.40768809105060044
-0.35244955756307733	-0.41573973226691996
-0.34699645939935253	-0.42412042610187317
-0.3420339134750083	-0.43280061893635735
-0.33757550735257	-0.44175022919911267
-0.3336329272216059	-0.45093876926746024
-0.33021596686709587	-0.46033546467794506
-0.32733254369172293	-0.46990937024853485
-0.32498872142415663	-0.4796294827477879
-0.32318873913225366	-0.48946484978019816
-0.32193504614955104	-0.499384674590542
-0.32122834251542864	-0.5093584165233255
-0.3210676245237369	-0.5193558869062229
-0.3214502349714028	-0.5293473401585107
-0.3223719176974546	-0.5393035599568783
-0.32382687600387716	-0.5491959403214361
-0.3258078345526232	-0.5589965615142123
-0.328306104337831	-0.5686782606707692
-0.3313116503386831	-0.5782146971127597
-0.3348131614662698	-0.5875804123151531
-0.3387981224271537	-0.5967508845264804
-0.34325288713693364	-0.6057025780637113
-0.34816275332884783	-0.6144129873252188
-0.35351203801521586	-0.6228606755857442
-0.35928415347315384	-0.6310253086562732
-0.36546168344040075	-0.6388876835092758
-0.3720264592221474	-0.646429751985886
-0.3789596354253247	-0.6536346397162527
-0.38624176505281915	-0.6604866603975378
-0.3938528737063797	-0.6669713255858766
-0.4017725326635208	-0.6730753501690802
-0.4099799306103689	-0.6787866536959763
-0.4184539438290768	-0.6840943577461045
-0.42717320465507114	-0.6889887795300348
-0.4361161680358921	-0.6934614219159174
-0.4452611760396936	-0.69750496008204
-0.4545865201775062	-0.7011132249982327
-0.4640705014190894	-0.7042811839409499
-0.4736914877975212	-0.7070049182478583
-0.48342796951259387	-0.7092815985178088
-0.4932586114575125	-0.7111094574612248
-0.5031623031073225	-0.7124877606042772
-0.5131182057208786	-0.7134167750477813
-0.5231057968209808	-0.7138977364786001
-0.5331049119295238	-0.7139328146275518
-0.543095783546116	-0.7135250773634211
-0.5530590773696071	-0.7126784536077627
-0.5629759257723048	-0.711397695249778
-0.5728279585463645	-0.709688338234717
-0.5825973309508938	-0.7075566629930707
-0.5922667490967093	-0.7050096543712927
-0.6018194927134628	-0.7020549612180056
-0.6112394353509721	-0.6987008557726359
-0.620511062073095	-0.6949561929962276
-0.6296194847083657	-0.6908303699768663
-0.638550454726903	-0.6863332855347168
-0.6472903738177817	-0.6814753001442099
-0.6558263022451881	-0.6762671962834037
-0.6641459650652541	-0.6707201393130797
-0.6722377562884991	-0.66484563898067
-0.6800907410753438	-0.6586555116367704
-0.6876946560541977	-0.6521618432447063
-0.6950399078531998	-0.6453769532564918
-0.7021175699378268	-0.6383133594215165
-0.708919377847291	-0.6309837435874689
-0.7154377229229809	-0.6234009185463614
-0.721665644622139	-0.6155777959720716
-0.7275968215095755	-0.6075273554895849
-0.7332255610195056	-0.5992626149101167
-0.7385467880785735	-0.5907966016605196
-0.7435560326798355	-0.582142325429852
-0.7482494164959395	-0.5733127520507098
-0.7526236386179557	-0.5643207786278933
-0.7566759605043438	-0.5551792099222276
-0.7604041902223698	-0.545900735992839
-0.7638066660619643	-0.5364979110969595
-0.7668822395995352	-0.5269831338423451
-0.7696302582866501	-0.5173686285836745
-0.7720505476358024	-0.5076664280508387
-0.774143393072671	-0.4978883571938115
-0.7759095215214263	-0.48804601822584853
-0.7773500827867036	-0.478150776844037
-0.7784666307929027	-0.46821374960375245
-0.7792611047384799	-0.45824579242133623
-0.7797358102198891	-0.4482574901772912
-0.7798934003768228	-0.438259147390504
-0.7797368571074031	-0.4282607799324114
-0.779269472398995	-0.4182721077486542
-0.7784948298173664	-0.40830254855457254
