Time 	 Energy 
356.03560356	-4.52340763832e-08
357.03570357	-4.53628375644e-08
358.03580358	-4.54922446973e-08
359.03590359	-4.56158734635e-08
360.0360036	-4.57476372947e-08
361.03610361	-4.58723433602e-08
362.03620362	-4.59995078798e-08
363.03630363	-4.61305519607e-08
364.03640364	-4.62538559035e-08
365.03650365	-4.63843373951e-08
366.03660366	-4.65103477049e-08
367.03670367	-4.66371737825e-08
368.03680368	-4.6768052583e-08
369.03690369	-4.68913619252e-08
370.0370037	-4.70218980804e-08
371.03710371	-4.71481854304e-08
372.03720372	-4.72741748807e-08
373.03730373	-4.74061217657e-08
374.03740374	-4.75290662524e-08
375.03750375	-4.7658595308e-08
376.03760376	-4.77866604163e-08
377.03770377	-4.79116496911e-08
378.03780378	-4.80430617123e-08
379.03790379	-4.81672071641e-08
380.0380038	-4.82959256116e-08
381.03810381	-4.84241675566e-08
382.03820382	-4.85493460596e-08
383.03830383	-4.8680677439e-08
384.03840384	-4.88044819991e-08
385.03850385	-4.89332341648e-08
386.03860386	-4.90626554961e-08
387.03870387	-4.91863599299e-08
388.03880388	-4.93179512183e-08
389.03890389	-4.9442782478e-08
390.0390039	-4.9570046586e-08
391.03910391	-4.97006543206e-08
392.03920392	-4.98243331067e-08
393.03930393	-4.99548684294e-08
394.03940394	-5.00804165076e-08
395.03950395	-5.02076745773e-08
396.03960396	-5.03384480842e-08
397.03970397	-5.04614930222e-08
398.03980398	-5.05923737118e-08
399.03990399	-5.07184924959e-08
400.040004	-5.08443953113e-08
401.04010401	-5.09764538059e-08
402.04020402	-5.10993875306e-08
403.04030403	-5.12288806642e-08
404.04040404	-5.13568003016e-08
405.04050405	-5.14820078847e-08
406.04060406	-5.16133279357e-08
407.04070407	-5.17372864647e-08
408.04080408	-5.1866310334e-08
409.04090409	-5.19943450738e-08
410.0410041	-5.21194028449e-08
411.04110411	-5.22510217698e-08
412.04120412	-5.2374709879e-08
413.04130413	-5.25032864853e-08
414.04140414	-5.26328393888e-08
415.04150415	-5.2756626534e-08
416.04160416	-5.28879602957e-08
417.04170417	-5.30129729883e-08
418.04180418	-5.31403348676e-08
419.04190419	-5.32705063997e-08
420.0420042	-5.33945229421e-08
421.04210421	-5.35251291327e-08
422.04220422	-5.36503130154e-08
423.04230423	-5.37778489922e-08
424.04240424	-5.39085618079e-08
425.04250425	-5.40314895881e-08
426.04260426	-5.41624899387e-08
427.04270427	-5.42885389567e-08
428.04280428	-5.4414486821e-08
429.04290429	-5.45463969796e-08
430.0430043	-5.46694699279e-08
431.04310431	-5.47990227425e-08
432.04320432	-5.49265566025e-08
433.04330433	-5.50521390132e-08
434.04340434	-5.5183421733e-08
435.04350435	-5.53070197294e-08
436.04360436	-5.54364655243e-08
437.04370437	-5.556431172e-08
438.04380438	-5.56891689106e-08
439.04390439	-5.58211200374e-08
440.0440044	-5.59446864701e-08
441.04410441	-5.60731003234e-08
442.04420442	-5.62027463704e-08
443.04430443	-5.63266227371e-08
444.04440444	-5.6457775874e-08
445.04450445	-5.65828372277e-08
446.04460446	-5.67103510191e-08
447.04470447	-5.68402048325e-08
448.04480448	-5.69643484874e-08
449.04490449	-5.70951238542e-08
450.0450045	-5.7220085514e-08
451.04510451	-5.73476426631e-08
452.04520452	-5.7478421164e-08
453.04530453	-5.76013460327e-08
454.04540454	-5.77322247996e-08
455.04550455	-5.78583580715e-08
456.04560456	-5.7984405067e-08
457.04570457	-5.81159734404e-08
458.04580458	-5.82393255987e-08
459.04590459	-5.83689561961e-08
460.0460046	-5.84960084427e-08
461.04610461	-5.86220241897e-08
462.04620462	-5.87532697978e-08
463.04630463	-5.88765189633e-08
464.04640464	-5.90063446829e-08
465.04650465	-5.9134009159e-08
466.04660466	-5.92587559665e-08
467.04670467	-5.93909026558e-08
468.04680468	-5.95143893022e-08
469.04690469	-5.96427665355e-08
470.0470047	-5.97722954971e-08
471.04710471	-5.98963584383e-08
472.04720472	-6.00274574433e-08
473.04730473	-6.01523154362e-08
474.04740474	-6.02801222899e-08
475.04750475	-6.04097606848e-08
476.04760476	-6.05337938264e-08
477.04770477	-6.06648840945e-08
478.04780478	-6.07896905496e-08
479.04790479	-6.09170846043e-08
480.0480048	-6.10480466607e-08
481.04810481	-6.11709916368e-08
482.04820482	-6.13016459692e-08
483.04830483	-6.14279360211e-08
484.04840484	-6.15540785357e-08
485.04850485	-6.16852853747e-08
486.04860486	-6.18089037175e-08
487.04870487	-6.19386234337e-08
488.04880488	-6.20652733987e-08
489.04890489	-6.21915911919e-08
490.0490049	-6.23228383233e-08
491.04910491	-6.24458781542e-08
492.04920492	-6.2575871723e-08
493.04930493	-6.27034411483e-08
494.04940494	-6.28282154342e-08
495.04950495	-6.29603036881e-08
496.04960496	-6.30838483522e-08
497.04970497	-6.3212294132e-08
498.04980498	-6.3341457226e-08
499.04990499	-6.34658657854e-08
500.050005	-6.35969749945e-08
501.050105011	-6.37214360004e-08
502.050205021	-6.38496659533e-08
503.050305031	-6.3979115132e-08
504.050405041	-6.41029353808e-08
505.050505051	-6.42344038564e-08
506.050605061	-6.43590522885e-08
507.050705071	-6.44862777424e-08
508.050805081	-6.46173981743e-08
509.050905091	-6.47403691395e-08
510.051005101	-6.48708647238e-08
511.051105111	-6.49971992596e-08
512.051205121	-6.51234793942e-08
513.051305131	-6.52544356429e-08
514.051405141	-6.53781242023e-08
515.051505151	-6.55080233065e-08
516.051605161	-6.56344132861e-08
517.051705171	-6.57607792894e-08
518.051805181	-6.58921498798e-08
519.051905191	-6.60151036509e-08
520.052005201	-6.61450167349e-08
521.052105211	-6.62726423201e-08
522.052205221	-6.63975097067e-08
523.052305231	-6.65293333437e-08
524.052405241	-6.66530828484e-08
525.052505251	-6.67816209727e-08
526.052605261	-6.69102978943e-08
527.052705271	-6.70351329678e-08
528.052805281	-6.71662559143e-08
529.052905291	-6.72903064591e-08
530.053005301	-6.74189408383e-08
531.053105311	-6.75482056493e-08
532.053205321	-6.76718877259e-08
533.053305331	-6.78036183484e-08
534.053405341	-6.79281391804e-08
535.053505351	-6.80553186154e-08
536.053605361	-6.81863951592e-08
537.053705371	-6.83094825037e-08
538.053805381	-6.84399479223e-08
539.053905391	-6.85660802764e-08
540.054005401	-6.86926324995e-08
541.054105411	-6.88234482682e-08
542.054205421	-6.89469602139e-08
543.054305431	-6.90771874564e-08
544.054405441	-6.92033957727e-08
545.054505451	-6.93296080236e-08
546.054605461	-6.94612295668e-08
547.054705471	-6.95841279601e-08
548.054805481	-6.97138398891e-08
549.054905491	-6.98416083226e-08
550.055005501	-6.99665656701e-08
551.055105511	-7.00980863958e-08
552.055205521	-7.02220491922e-08
553.055305531	-7.03506855805e-08
554.055405541	-7.04789351417e-08
555.055505551	-7.06040907835e-08
556.055605561	-7.07352601459e-08
557.055705571	-7.08590291299e-08
558.055805581	-7.09878706166e-08
559.055905591	-7.11170265926e-08
560.056005601	-7.12407126677e-08
561.056105611	-7.13724581081e-08
562.056205621	-7.14969772117e-08
563.056305631	-7.16242248221e-08
564.056405641	-7.17549951311e-08
565.056505651	-7.18783651922e-08
566.056605661	-7.20088742238e-08
567.056705671	-7.21345933953e-08
568.056805681	-7.22615592799e-08
569.056905691	-7.23922656838e-08
570.057005701	-7.25154791458e-08
571.057105711	-7.26461151935e-08
572.057205721	-7.2772144457e-08
573.057305731	-7.28981769008e-08
574.057405741	-7.30300465051e-08
575.057505751	-7.31528878859e-08
576.057605761	-7.32824513762e-08
577.057705771	-7.34102720916e-08
578.057805781	-7.35353487315e-08
579.057905791	-7.36666693171e-08
580.058005801	-7.37906665278e-08
581.058105811	-7.39194816279e-08
582.058205821	-7.40474435579e-08
583.058305831	-7.41726722667e-08
584.058405841	-7.43040053292e-08
585.058505851	-7.44276230421e-08
586.058605861	-7.45564180796e-08
587.058705871	-7.46856119784e-08
588.058805881	-7.48093806032e-08
589.058905891	-7.49409237637e-08
590.059005901	-7.50655911033e-08
591.059105911	-7.51929381288e-08
592.059205921	-7.53232498021e-08
593.059305931	-7.54470132412e-08
594.059405941	-7.55775724365e-08
595.059505951	-7.57028390762e-08
596.059605961	-7.58302244742e-08
597.059705971	-7.59608184208e-08
598.059805981	-7.6083796924e-08
599.059905991	-7.62147470133e-08
600.060006001	-7.6340618265e-08
601.060106011	-7.64665876289e-08
602.060206021	-7.65985225378e-08
603.060306031	-7.67213799767e-08
604.060406041	-7.68509254662e-08
605.060506051	-7.69785595153e-08
606.060606061	-7.71038806777e-08
607.060706071	-7.72351176207e-08
608.060806081	-7.73588965849e-08
609.060906091	-7.74880401795e-08
610.061006101	-7.7615803744e-08
611.061106111	-7.77408871747e-08
612.061206121	-7.78725191433e-08
613.061306131	-7.79960262093e-08
614.061406141	-7.81246352495e-08
615.061506151	-7.82539669841e-08
616.061606161	-7.83778174462e-08
617.061706171	-7.85091021055e-08
618.061806181	-7.86339462881e-08
619.061906191	-7.87613935751e-08
620.062006201	-7.88912733553e-08
621.062106211	-7.90153608889e-08
622.062206221	-7.91459969411e-08
623.062306231	-7.9270926663e-08
624.062406241	-7.93985514792e-08
625.062506251	-7.95290909472e-08
626.062606261	-7.96519858661e-08
627.062706271	-7.97830107253e-08
628.062806281	-7.99088377103e-08
629.062906291	-8.00348673584e-08
630.063006301	-8.01666064962e-08
631.063106311	-8.02896384555e-08
632.063206321	-8.04192487175e-08
633.063306331	-8.05464703484e-08
634.063406341	-8.06721869774e-08
635.063506351	-8.08033818642e-08
636.063606361	-8.0926796099e-08
637.063706371	-8.10563659067e-08
638.063806381	-8.11839406474e-08
639.063906391	-8.13088297764e-08
640.064006401	-8.14407786981e-08
641.064106411	-8.15641700658e-08
642.064206421	-8.16926317214e-08
643.064306431	-8.18220321654e-08
644.064406441	-8.19459816455e-08
645.064506451	-8.2077101773e-08
646.064606461	-8.22019622217e-08
647.064706471	-8.23295790833e-08
648.064806481	-8.24591531219e-08
649.064906491	-8.25833362385e-08
650.065006501	-8.27141604514e-08
651.065106511	-8.28388888485e-08
652.065206521	-8.29664961299e-08
653.065306531	-8.30971148745e-08
654.065406541	-8.32200257991e-08
655.065506551	-8.33508981367e-08
656.065606561	-8.34768323818e-08
657.065706571	-8.36029621888e-08
658.065806581	-8.37343361072e-08
659.065906591	-8.38576664596e-08
660.066006601	-8.39873518498e-08
661.066106611	-8.41140962213e-08
662.066206621	-8.424023846e-08
663.066306631	-8.43713907662e-08
664.066406641	-8.44944805679e-08
665.066506651	-8.46244038838e-08
666.066606661	-8.47518045534e-08
667.066706671	-8.48766073667e-08
668.066806681	-8.5008709655e-08
669.066906691	-8.51320428907e-08
670.067006701	-8.52604881241e-08
671.067106711	-8.53897291831e-08
672.067206721	-8.55138910167e-08
673.067306731	-8.56449681974e-08
674.067406741	-8.57695902409e-08
675.067506751	-8.58975250583e-08
676.067606761	-8.60268912822e-08
677.067706771	-8.61509380889e-08
678.067806781	-8.62820923583e-08
679.067906791	-8.64066712234e-08
680.068006801	-8.6534102247e-08
681.068106811	-8.66649029549e-08
682.068206821	-8.67878426977e-08
683.068306831	-8.69184886174e-08
684.068406841	-8.70445769798e-08
685.068506851	-8.7170803853e-08
686.068606861	-8.73018202648e-08
687.068706871	-8.74254040358e-08
688.068806881	-8.75551844153e-08
689.068906891	-8.76815513075e-08
690.069006901	-8.78079594947e-08
691.069106911	-8.79391204029e-08
692.069206921	-8.80620328002e-08
693.069306931	-8.81920802224e-08
694.069406941	-8.83194085332e-08
695.069506951	-8.84442567557e-08
696.069606961	-8.85762541072e-08
697.069706971	-8.8699677968e-08
698.069806981	-8.88281992033e-08
699.069906991	-8.89570434986e-08
700.070007001	-8.90815744519e-08
701.070107011	-8.9212659887e-08
702.070207021	-8.93368744e-08
703.070307031	-8.94652410956e-08
704.070407041	-8.95944175394e-08
705.070507051	-8.97182545504e-08
706.070607061	-8.9849776808e-08
707.070707071	-8.99742008066e-08
708.070807081	-9.0101477592e-08
709.070907091	-9.02324048725e-08
710.071007101	-9.03553883474e-08
711.071107111	-9.0485892192e-08
712.071207121	-9.06119934054e-08
713.071307131	-9.0738374342e-08
714.071407141	-9.08691531066e-08
715.071507151	-9.09927746325e-08
716.071607161	-9.11227541501e-08
717.071707171	-9.12488821184e-08
718.071807181	-9.13752985016e-08
719.071907191	-9.15065990242e-08
720.072007201	-9.16294435434e-08
721.072107211	-9.17593782886e-08
722.072207221	-9.18867854574e-08
723.072307231	-9.20117295052e-08
724.072407241	-9.21434379131e-08
725.072507251	-9.22670860006e-08
726.072607261	-9.2395697789e-08
727.072707271	-9.25240550499e-08
728.072807281	-9.26490098607e-08
729.072907291	-9.27801048035e-08
730.073007301	-9.29039282825e-08
731.073107311	-9.30326772139e-08
732.073207321	-9.31616743768e-08
733.073307331	-9.32853972392e-08
734.073407341	-9.34171433055e-08
735.073507351	-9.35414570482e-08
736.073607361	-9.36687096833e-08
737.073707371	-9.37995401572e-08
738.073807381	-9.3922674984e-08
739.073907391	-9.40531626004e-08
740.074007401	-9.41790233411e-08
741.074107411	-9.43057026173e-08
742.074207421	-9.44363431536e-08
743.074307431	-9.45597655866e-08
744.074407441	-9.46900916653e-08
745.074507451	-9.48160439325e-08
746.074607461	-9.49422902736e-08
747.074707471	-9.50738450969e-08
748.074807481	-9.51966407257e-08
749.074907491	-9.53263705127e-08
750.075007501	-9.54539200759e-08
751.075107511	-9.55789545719e-08
752.075207521	-9.57103636282e-08
753.075307531	-9.58342138339e-08
754.075407541	-9.59629290514e-08
755.075507551	-9.60908807062e-08
756.075607561	-9.62161229889e-08
757.075707571	-9.63472723923e-08
758.075807581	-9.64708440614e-08
759.075907591	-9.65997578063e-08
760.076007601	-9.67286663615e-08
761.076107611	-9.68524135128e-08
762.076207621	-9.69841290075e-08
763.076307631	-9.7108470501e-08
764.076407641	-9.72358014825e-08
765.076507651	-9.73662799579e-08
766.076607661	-9.74897344534e-08
767.076707671	-9.76202661761e-08
768.076807681	-9.77456972967e-08
769.076907691	-9.78728033743e-08
770.077007701	-9.80033250669e-08
771.077107711	-9.81264574798e-08
772.077207721	-9.82571870784e-08
773.077307731	-9.83829611389e-08
774.077407741	-9.85090406708e-08
775.077507751	-9.86408176915e-08
776.077607761	-9.87635687129e-08
777.077707771	-9.88931673671e-08
778.077807781	-9.90207386886e-08
779.077907791	-9.91459072593e-08
780.078007801	-9.92771309577e-08
781.078107811	-9.94009816345e-08
782.078207821	-9.95298957747e-08
783.078307831	-9.96575810272e-08
784.078407841	-9.97828553682e-08
785.078507851	-9.9914186258e-08
786.078607861	-1.00037625125e-07
787.078707871	-1.00166458416e-07
788.078807881	-1.00295427601e-07
789.078907891	-1.0041926182e-07
790.079007901	-1.0055074941e-07
791.079107911	-1.00675259174e-07
792.079207921	-1.00802688591e-07
793.079307931	-1.00932690804e-07
794.079407941	-1.01056552252e-07
795.079507951	-1.0118713106e-07
796.079607961	-1.01312124006e-07
797.079707971	-1.01439631741e-07
798.079807981	-1.01570035172e-07
799.079907991	-1.01692964823e-07
800.080008001	-1.01823973874e-07
801.080108011	-1.01949603613e-07
802.080208021	-1.02075643371e-07
803.080308031	-1.02207436881e-07
804.080408041	-1.02330233447e-07
805.080508051	-1.02459830509e-07
806.080608061	-1.02587174619e-07
807.080708071	-1.02712614705e-07
808.080808081	-1.0284376065e-07
809.080908091	-1.02967365242e-07
810.081008101	-1.03096629003e-07
811.081108111	-1.0322412263e-07
812.081208121	-1.03349231798e-07
813.081308131	-1.03480869686e-07
814.081408141	-1.03604202656e-07
815.081508151	-1.03732844378e-07
816.081608161	-1.03861952938e-07
817.081708171	-1.03985868647e-07
818.081808181	-1.04117100687e-07
819.081908191	-1.04241777819e-07
